name,distance,distance_mi,moving_time,elapsed_time,total_elevation_gain,elevation_gain_ft,type,start_date,trainer,manual,gear_id,average_speed,avg_speed_mph,max_speed,max_speed_mph,average_cadence,average_watts,average_heartrate,max_heartrate,max_watts,average_temp
"MTB: First ride on the BMC. First ride post FLU, felt like hell.",26618.6,16.54003122,4275,4558,354.4,1162.729696,Ride,2013-01-21T17:52:04Z,FALSE,FALSE,b575984,6.227,13.92942538,16.286,36.43080484,,223.9,163.8,181,,6
"MTB: Recovery ride, but my dumb idea of negative splits made it hurt.",64505.6,40.08192158,10660,10802,791.2,2595.800608,Ride,2013-01-13T16:13:22Z,FALSE,FALSE,b249850,6.051,13.53572394,15.226,34.05964844,,205.7,146.7,170,,11
RB: New deer hunter friendly route to work. First road ride in a while.,81231.5,50.474914,11338,13539,657.4,2156.824216,Ride,2013-01-12T13:36:14Z,FALSE,FALSE,b350107,7.165,16.0276751,14.138,31.62585772,,135.6,149,167,,9
VRT: nice recovery spin.,41682,25.89999403,4500,4500,0,0,Ride,2013-01-10T00:00:00Z,FALSE,TRUE,b266100,9.263,20.72077522,0,0,,,,,,
WSC: moderately hard spin.,24140.2,15.00002485,3600,3600,0,0,Ride,2013-01-09T00:00:00Z,FALSE,TRUE,b534975,6.706,15.00091964,0,0,,,,,,
SHC: Spin class - pretty brutal. HR > 170 for most of it.,32186.9,20.00001243,3341,3341,0,0,Ride,2013-01-08T00:00:00Z,FALSE,TRUE,b534975,9.634,21.55067996,0,0,,,,,,
Great MTN ride with the Derwoodshire Bike Club. Welcome Chris.,28942,17.98372505,6823,10243,492.4,1615.485616,Ride,2013-01-06T14:49:38Z,FALSE,FALSE,b249850,4.242,9.48909948,12.914,28.88784316,,140.5,156.6,230,,9
VRT: Recovery spin for this week's hundred.,29998.2,18.6400173,3600,3600,0,0,Ride,2013-01-06T00:00:00Z,FALSE,TRUE,b266100,8.333,18.64042102,0,0,,,,,,
SHC (Sport & Health Club): Spin Class. Really difficult class.,32186.9,20.00001243,3600,3600,0,0,Ride,2013-01-05T00:00:00Z,FALSE,TRUE,b534975,8.941,20.00048054,0,0,,,,,,
VRT: 9 mi of Col du Tourmalet plus some flat land,24944.8,15.49998012,4209,4209,0,0,Ride,2013-01-04T00:00:00Z,FALSE,TRUE,b266100,5.927,13.25834338,0,0,,,,,,
"JAN 1 VRT: First ride of 2013, still sick.",30416.6,18.89999901,3602,3602,0,0,Ride,2013-01-02T00:00:00Z,FALSE,TRUE,b266100,8.444,18.88872136,0,0,,,,,,
VRT: Harder 30 minute spin.,17805.8,11.06401117,1800,1800,0,0,Ride,2013-01-02T00:00:00Z,FALSE,TRUE,b266100,9.892,22.12781048,0,0,,,,,,
VRT: Easy ride - tired after all that holiday fun.,14484.1,9.000002485,1800,1800,0,0,Ride,2012-12-26T00:00:00Z,FALSE,TRUE,b266100,8.047,18.00065618,0,0,,,,,,
Even MORE Drury Inn,27246.2,16.93000378,4500,4500,0,0,Ride,2012-12-22T00:00:00Z,FALSE,TRUE,b521467,6.055,13.5446717,0,0,,,,,,
More Drury Inn,16254.4,10.10001591,2381,2381,0,0,Ride,2012-12-22T00:00:00Z,FALSE,TRUE,b521467,6.827,15.27158938,0,0,,,,,,
Drury Inn Recumbent.,18185.6,11.30000795,2700,2700,0,0,Ride,2012-12-21T00:00:00Z,FALSE,TRUE,b521467,6.735,15.0657909,0,0,,,,,,
MTB: ride home from work. Slow flat didn't help.,27371.9,17.00811014,4462,4529,280.8,921.259872,Ride,2012-12-19T22:21:36Z,FALSE,FALSE,b249850,6.134,13.72138996,12.805,28.6440167,,205.3,144.7,161,,10
MTB: ride to work - tired legs from strength training. A bit chilly.,27967.7,17.37832309,4599,4929,249.6,818.897664,Ride,2012-12-19T10:35:44Z,FALSE,FALSE,b249850,6.081,13.60283214,14.903,33.33711682,,193.3,140,158,,2
MTB: ride home from work. Heavy head wind.,27503.3,17.08975831,4599,4662,331.2,1086.614208,Ride,2012-12-18T21:50:36Z,FALSE,FALSE,b249850,5.98,13.3769012,15.783,35.30562402,,207.5,141.5,165,,9
MTB: ride to work - great morning to ride. ,27700.9,17.21254126,4339,4440,306,1003.93704,Ride,2012-12-18T10:35:14Z,FALSE,FALSE,b249850,6.384,14.28062496,16.274,36.40396156,,213.4,142.1,172,,9
VRT: Consistent 1 HR on the trainer.,34279,21.2999831,3600,3600,0,0,Ride,2012-12-16T00:00:00Z,FALSE,TRUE,b266100,9.522,21.30014268,0,0,,,,,,
MTB: RCT with B at night. Good times.,45897.8,28.51957071,8115,8856,480.8,1577.427872,Ride,2012-12-15T20:57:17Z,FALSE,FALSE,b249850,5.656,12.65213264,17.072,38.18903968,,181.3,121.6,156,,9
MTB: Ride home - chilly but a good ride.,32246.6,20.03710829,4793,4991,325,1066.273,Ride,2012-12-14T21:29:52Z,FALSE,FALSE,b249850,6.728,15.05013232,24.927,55.76020338,,234,152.6,175,,7
"VRT: Tough TT - pace up quick, max out, recover, repeat.",28960.1,17.99497186,2701,2701,0,0,Ride,2012-12-12T05:00:00Z,FALSE,TRUE,b266100,10.722,23.98447068,0,0,,,,,,
MTB: Ride home from work. Warm and cozy - worked it at the end.,26868.5,16.69531188,4135,4286,258.4,847.769056,Ride,2012-12-10T22:28:18Z,FALSE,FALSE,b249850,6.498,14.53563612,13.616,30.45817504,,226.2,142.9,165,,16
"MTB: ride to work. Foggy, wet, warm.",31175.6,19.37161974,4774,4893,323.2,1060.367488,Ride,2012-12-10T10:53:58Z,FALSE,FALSE,b249850,6.53,14.6072182,14.866,33.25435004,,222.1,140.4,163,,11
MTB: Ride to Bethesda w/B. Good times.,57808,35.92022588,9603,11019,525.4,1723.753336,Ride,2012-12-08T16:31:37Z,FALSE,FALSE,b249850,6.02,13.4663788,15.773,35.28325462,,194.8,128.4,161,,16
VRT: 60 minutes spin.,35196.4,21.87002903,3600,3600,0,0,Ride,2012-12-07T05:00:00Z,FALSE,TRUE,b266100,9.777,21.87056238,0,0,,,,,,
MTB: Ride home from work (WST) + Some Lake Frank,33952.2,21.09691899,5373,5628,384.8,1262.467232,Ride,2012-12-06T21:26:47Z,FALSE,FALSE,b249850,6.319,14.13522386,21.375,47.8145925,,219.2,150.7,169,,4
MTB: Ride home - West Side Trail. Warm again.,30943.1,19.22715094,4214,4507,281.2,922.572208,Ride,2012-12-04T21:47:01Z,FALSE,FALSE,b249850,7.343,16.42585042,15.929,35.63221726,,278,154.8,171,,17
MTB: Ride to D.C. with B.,67295,41.81517438,12001,13697,642.4,2107.611616,Ride,2012-12-02T16:32:53Z,FALSE,FALSE,b249850,5.607,12.54252258,16.074,35.95657356,,179.3,121.2,155,,13
VRT: Easy recovery ride.,34938.9,21.71002595,3603,3603,0,0,Ride,2012-11-30T05:00:00Z,FALSE,TRUE,b266100,9.697,21.69160718,0,0,,,,,,
VRT: Rode the Matteson Lake Road via VRT. Hard final 7 mi.,35196.4,21.87002903,3350,3350,0,0,Ride,2012-11-29T05:00:00Z,FALSE,TRUE,b266100,10.506,23.50129164,0,0,,,,,,
VRT: l'Alpe d'Huez - it's still hard on a VRT.,13969.1,8.679996321,3750,3750,0,0,Ride,2012-11-27T05:00:00Z,FALSE,TRUE,b266100,3.725,8.3326015,0,0,,,,,,
CXB: MABRA Championship CX Race - rode it with the rear brake partially engaged. ,15947,9.909006403,3287,3287,118.6,389.107624,Ride,2012-11-25T13:59:10Z,FALSE,FALSE,b250313,4.852,10.85363288,9.226,20.63800844,,112.7,171.6,177,,2
CXB: MABRA Championship warm-up.,8029.7,4.989424262,1818,2226,49.8,163.385832,Ride,2012-11-25T13:13:15Z,FALSE,FALSE,b250313,4.417,9.88056398,7.781,17.40563014,,97.6,148.1,175,,4
MTB: mtn and trail with B.,31530.4,19.59208224,6849,8655,489.2,1604.986928,Ride,2012-11-23T15:34:26Z,FALSE,FALSE,b249850,4.604,10.29887176,14.496,32.42668224,,153.8,133,170,,16
VRT: 4 x 4:00 Tabata w/2:00 AR.,22563,14.01999821,2400,2400,0,0,Ride,2012-11-23T05:00:00Z,FALSE,TRUE,b266100,9.401,21.02947294,0,0,,,,,,
MTB: Rock Creek Trail with Jill.,22083.9,13.72229927,5630,6213,256,839.89504,Ride,2012-11-22T16:58:32Z,FALSE,FALSE,b249850,3.923,8.77551562,14.944,33.42883136,,110.1,,,,16
MTB: Schaeffer Farm with B. ,13924.5,8.652283166,4428,6566,298,977.69032,Ride,2012-11-22T13:31:51Z,FALSE,FALSE,b249850,3.145,7.0351763,11.008,24.62423552,,103.9,145.9,174,,8
MTB: hard ride home from work. ,31920.8,19.83466555,4635,4866,312.2,1024.278248,Ride,2012-11-21T20:53:30Z,FALSE,FALSE,b249850,6.887,15.40580578,13.576,30.36869744,,248,162.9,177,,10
"MTB: ride to work, first with the Edge 500. Good times.",26920.7,16.72774745,4176,4293,226.6,743.438344,Ride,2012-11-21T10:42:05Z,FALSE,FALSE,b249850,6.447,14.42155218,25.299,56.59234506,,209.3,145.9,167,,2
VRT: 115-120 RPM spin on the virtual reality trainer.,28656,17.80601288,3600,3600,0,0,Ride,2012-11-19T05:00:00Z,FALSE,TRUE,b266100,7.96,17.8060424,0,0,,,,,,
MTB: Rockburn Cross on my MTN bike. Distance is an estimate.,17702.8,11.00000994,3300,3300,0,0,Ride,2012-11-18T05:00:00Z,FALSE,TRUE,b249850,5.364,11.99894616,0,0,,,,,,
Awesome walk with Jill.,8338.3,5.181179412,5604,6092,202.6,664.698184,Walk,2012-11-17T14:06:58Z,FALSE,FALSE,g34363,1.488,3.32856672,3.747,8.38181418,,,103.1,135,,18
MTB: Exploring the new trail and my new Garmin 500.,12994.3,8.074283683,3402,4382,224.8,737.532832,Ride,2012-11-17T12:39:25Z,FALSE,FALSE,b249850,3.82,8.5451108,15.048,33.66147312,,123.5,144.5,175,,2
MTB: Ride to work. Back in the saddle again.,29096.4,18.07966476,4596,4619,339.3,1113.189012,Ride,2012-11-16T10:41:41Z,FALSE,FALSE,b249850,6.331,14.16206714,35.036,78.37342984,,185.2,151.1,175,,
MTB: ride home from work. GPS has failed me for the last time. G500 arrived!,28163.5,17.49998757,4320,4320,0,0,Ride,2012-11-16T05:00:00Z,FALSE,TRUE,b249850,6.519,14.58261186,0,0,,,,,,
CXB: New MTB loop with Gunnar. Snapped my derailleur hanger. Bummer.,4156.7,2.582853635,1315,1907,36,118.11024,Ride,2012-11-14T23:34:47Z,FALSE,FALSE,b250313,3.161,7.07096734,10.273,22.98008462,,82.8,136.1,176,,
VRT: Thrilled to ride. Just what my ribs needed.,33973.2,21.10996779,3601,3601,0,0,Ride,2012-11-13T05:00:00Z,FALSE,TRUE,b266100,9.434,21.10329196,0,0,,,,,,
"MTB: Fountainhead Race. GPS kept auto pausing. Distance really 6 miles, time was 49 min.",4072.6,2.530596318,2001,3303,241.8,793.307112,Ride,2012-11-10T14:10:04Z,FALSE,FALSE,b249850,2.035,4.5521729,7.042,15.75253148,,127.7,165.8,177,,
MTB: Fountainhead MTB Race Warmup.,5298.5,3.292335262,1459,1668,104.3,342.191612,Ride,2012-11-10T13:13:49Z,FALSE,FALSE,b249850,3.632,8.12456608,17.506,39.15987164,,135.8,129,166,,
Fill-in mileage from Fountainhead and rides to/from train station.,20116.8,12.5,3600,3600,0,0,Ride,2012-11-10T05:00:00Z,FALSE,TRUE,b249850,5.588,12.50002072,0,0,,,,,,
CXB: Easy ride (except 2 segments) on a beautiful crisp night.,21425.1,13.31293993,3745,3829,264.8,868.766432,Ride,2012-11-10T00:01:20Z,FALSE,FALSE,b250313,5.721,12.79753374,14.425,32.2678595,,157.5,138.7,175,,
VRT: 3 x 4:00 Tabata w/2:00 AR. Solid peaks.,16099.9,10.00401406,1886,1886,0,0,Ride,2012-11-08T05:00:00Z,FALSE,TRUE,b266100,8.537,19.09675678,0,0,,,,,,
CXB: Ride home - heavy headwind.,30793,19.13388312,4808,5004,280.2,919.291368,Ride,2012-11-07T21:27:39Z,FALSE,FALSE,b250313,6.405,14.3276007,14.32,32.0329808,,170.6,153,171,,
"CXB: Ride to work. Coldish, but loved the light.",31603.4,19.63744234,4619,4856,239.8,786.745432,Ride,2012-11-07T10:47:22Z,FALSE,FALSE,b250313,6.842,15.30514348,14.614,32.69064116,,180.6,158.1,177,,
MTB: Iceman Cometh Challenge,47304.8,29.39383997,9771,10169,1118.5,3669.61954,Ride,2012-11-03T14:19:23Z,FALSE,FALSE,b249850,4.841,10.82902654,12.589,28.16083766,,190,169.9,180,,
"MTB: Iceman Warmup - Yeah, Not Much",1632.1,1.014139923,299,314,17.3,56.758532,Ride,2012-11-03T13:40:13Z,FALSE,FALSE,b249850,5.459,12.21145546,8.722,19.51059068,,212.7,131.4,148,,
MTB: A light ride around Turtle Creek Hotel and Casino.,6466.6,4.018158952,1098,1152,71.6,234.908144,Ride,2012-11-02T19:28:33Z,FALSE,FALSE,b249850,5.889,13.17333966,10.214,22.84810516,,199.2,96,96,,
MTB: To M-12 and back - pretty hard.,14214.6,8.832542949,1914,2334,85.1,279.199484,Ride,2012-11-01T22:03:23Z,FALSE,FALSE,b445468,7.427,16.61375338,10.915,24.4162001,,263.5,,,,
MTB: Rock Creek Trail and Hurricane Sandy.,14725.5,9.150001491,3600,3600,0,0,Ride,2012-10-29T04:00:00Z,FALSE,TRUE,b249850,4.09,9.1490846,0,0,,,,,,
"CXB: AACX Race Warm-Up. Snapped my chain, DNS the race. Bummer.",3108.1,1.931283803,850,891,62,203.41208,Ride,2012-10-28T12:27:05Z,FALSE,FALSE,b250313,3.657,8.18048958,9.337,20.88630878,,114.5,147.1,161,,
MTB: Schaeffer Farm and Hoyles Mill with Bryan.,22613,14.05106677,5780,9839,221.4,726.377976,Ride,2012-10-27T11:37:44Z,FALSE,FALSE,b249850,3.912,8.75090928,9.61,21.4969934,,126.8,134.7,163,,
"CXB: Ride home from work, short short way. Mostly easier ride.",27557.8,17.12362304,4391,4546,228.8,750.656192,Ride,2012-10-26T21:35:40Z,FALSE,FALSE,b250313,6.276,14.03903544,13.921,31.14044174,,166.4,141,173,,
CXB: Ride to work the short short way. Easy riding.,27033.8,16.79802454,4296,4370,203.3,666.994772,Ride,2012-10-26T09:40:03Z,FALSE,FALSE,b250313,6.293,14.07706342,14.65,32.771171,,157.1,136.9,158,,
"CXB: CX practice at RCRP MTN trail. Hard ride, tired legs.",18187,11.30087787,3657,3684,197.3,647.309732,Ride,2012-10-25T22:07:08Z,FALSE,FALSE,b250313,4.973,11.12430262,14.87,33.2632978,,146.5,150.8,173,,
CXB: 4 x 4:00 Tabata (3:00 easy in between) + 6 x Hill Repeats (6 Hills of Hell).,31536.2,19.59568619,4730,5093,311,1020.34124,Ride,2012-10-24T21:40:40Z,FALSE,FALSE,b250313,6.667,14.91367898,13.584,30.38659296,,195.5,150.3,172,,
CXB: Very easy into work. Garmin battery dead.,28163.5,17.49998757,4500,4500,0,0,Ride,2012-10-24T04:00:00Z,FALSE,TRUE,b250313,6.259,14.00100746,0,0,,,,,,
CXB: ride home from work plus some dark MTB riding.,31412,19.51851189,4858,5127,298.5,979.33074,Ride,2012-10-22T22:05:15Z,FALSE,FALSE,b250313,6.466,14.46405404,11.9,26.619586,,189.9,,,,
"CXB: Easy ride to work, very little on Beach, about 35 degrees. ",31346.5,19.47781208,4954,5269,254.3,834.317612,Ride,2012-10-22T09:51:50Z,FALSE,FALSE,b250313,6.328,14.15535632,14.77,33.0396038,,160.2,,,,
VRT: 4:00 Tabata x 3. Interesting power peaks and valleys.,24520,15.23602163,3011,3011,0,0,Ride,2012-10-19T04:00:00Z,FALSE,TRUE,b266100,8.143,18.21540242,0,0,,,,,,
CXB: First night CX ride with Bryan in Mont. Village.,15761.1,9.793493498,4034,5199,325.4,1067.585336,Ride,2012-10-18T22:14:33Z,FALSE,FALSE,b250313,3.907,8.73972458,12.47,27.8946418,,121.9,169.1,173,,
MTB: First part of MoCo Epic.,14524.1,9.024857333,3247,6249,249.9,819.881916,Ride,2012-10-14T11:51:55Z,FALSE,FALSE,b249850,4.473,10.00583262,12.656,28.31071264,,153.7,140.4,166,,
MoCo Epic - The last 54 miles.,90284.2,56.10000099,22080,22080,0,0,Ride,2012-10-14T00:00:00Z,FALSE,TRUE,b249850,4.089,9.14684766,0,0,,,,,,
CXB: Seneca Creek Cx Race.,10724.5,6.663895351,2476,2808,187.9,616.469836,Ride,2012-10-13T12:54:41Z,FALSE,FALSE,b250313,4.331,9.68818714,9.343,20.89973042,,123.7,174.3,181,,
CXB: Seneca Park Cx Course Warmup,3624.1,2.251911338,966,1307,49,160.76116,Ride,2012-10-13T12:28:18Z,FALSE,FALSE,b250313,3.752,8.39299888,8.399,18.78805906,,98.1,150.2,167,,
"CXB: Ride home, taper ride.",26998.8,16.77627654,4292,4380,271.6,891.076144,Ride,2012-10-11T21:15:11Z,FALSE,FALSE,b250313,6.29,14.0703526,18.624,41.66077056,,167.8,138,163,,
"CXB: Ride to work, easy spin, acclimating to the dropping temps.",28047.9,17.42815706,4360,4404,236,774.27824,Ride,2012-10-11T10:06:35Z,FALSE,FALSE,b250313,6.433,14.39023502,14.888,33.30356272,,163.4,139,163,,
VRT: 4:00 Tabata x 2. That hurt.,14612.8,9.079972958,1805,1805,0,0,Ride,2012-10-10T04:00:00Z,FALSE,TRUE,b266100,8.096,18.11026624,0,0,,,,,,
"MTB: RCT, exploring around Lake Frank and Lakeview Trail.",31832.1,19.77954993,6334,6586,494.6,1622.703464,Ride,2012-10-08T12:40:58Z,FALSE,FALSE,b249850,5.026,11.24286044,14.363,32.12916922,,177.3,119,151,,
MTB: RCRP - I like loops. First time back on the Trek.,20656.4,12.8352919,5096,5116,506.6,1662.073544,Ride,2012-10-07T20:26:45Z,FALSE,FALSE,b249850,4.053,9.06631782,15.569,34.82691886,,152.8,,,,
CXB: Psychocross - Stupid GPS Shut Off Again.,5968.7,3.708778235,1579,1596,89.4,293.307096,Ride,2012-10-06T13:10:45Z,FALSE,FALSE,b250313,3.78,8.4556332,8.142,18.21316548,,109.1,172.8,182,,
CXB: Psychocross warmup.,2699.3,1.677267259,707,707,45.2,148.293968,Ride,2012-10-06T12:41:59Z,FALSE,FALSE,b250313,3.818,8.54063692,6.94,15.5243636,,115.7,161.9,173,,
VRT: 6 Miles of Col du Tormalet and 7 Miles of Other Stuff,20937.6,13.01002147,3612,3612,0,0,Ride,2012-10-04T04:00:00Z,FALSE,TRUE,b266100,5.797,12.96754118,0,0,,,,,,
CXB: Ride home from work w/interval training.,31350.2,19.48011115,4840,4995,296.1,971.456724,Ride,2012-10-03T22:15:27Z,FALSE,FALSE,b250313,6.477,14.48866038,14.107,31.55651258,,199,150.6,178,,
"CXB: Foggy, misty ride to work.",31287.2,19.44096477,5028,5314,242.3,794.947532,Ride,2012-10-03T10:26:28Z,FALSE,FALSE,b250313,6.223,13.92047762,14.401,32.21417294,,171.8,135.3,162,,
CXB: CX Ride Home,33276.2,20.67687207,6375,6680,292.7,960.301868,Ride,2012-10-02T20:14:42Z,FALSE,FALSE,b250313,5.22,11.6768268,16.555,37.0325417,,140.7,144.3,172,,
CXB: CX Training at Home. ,3878.2,2.409801758,1326,1348,86.5,283.79266,Ride,2012-10-01T22:43:31Z,FALSE,FALSE,b250313,2.925,6.5430495,8.058,18.02526252,,107.8,139.1,163,,
VRT: Easy Recovery Spin,12874.8,8.000029826,1770,1770,0,0,Ride,2012-10-01T04:00:00Z,FALSE,TRUE,b266100,7.274,16.27150156,0,0,,,,,,
MTB: Schaeffer Farm Wih B.E.,25262.6,15.69745188,7140,67857,251.5,825.13126,Ride,2012-09-29T18:13:01Z,FALSE,FALSE,b249850,3.538,7.91429372,10.503,23.49458082,,115.3,,,,
Farm Tour 75 Miler. Lots-o-climbing.,121506,75.50032808,14975,20047,1716,5629.92144,Ride,2012-09-29T12:35:34Z,FALSE,FALSE,b350107,8.114,18.15053116,20.177,45.13473838,,213.9,155,176,,
"CXB: Ride home from work. More easy riding, except one segment.",31929.5,19.84007148,4868,5186,206.3,676.837292,Ride,2012-09-27T21:32:36Z,FALSE,FALSE,b250313,6.559,14.67208946,12.416,27.77384704,,198.2,,,,
CXB: Very early. Eezzo Breezzo.,28212.2,17.53024835,4409,4409,181,593.83204,Ride,2012-09-27T09:17:46Z,FALSE,FALSE,b250313,6.399,14.31417906,15.573,34.83586662,,177.3,,,,
CXB: Ride home - hard ride part II.,31849.9,19.79061034,4350,4550,204.2,669.947528,Ride,2012-09-26T21:23:54Z,FALSE,FALSE,b250313,7.322,16.37887468,12.324,27.56804856,,234.8,,,,
CXB: Ride to work - hard ride on Beach.,31715.3,19.70697377,4426,4694,141.4,463.910776,Ride,2012-09-26T09:49:01Z,FALSE,FALSE,b250313,7.166,16.02991204,14.057,31.44466558,,213.2,,,,
CXB: Easy recovery ride with Jill on the Millennium Trail. ,23336.8,14.50081524,4419,4974,252.8,829.396352,Ride,2012-09-23T20:39:06Z,FALSE,FALSE,b250313,5.281,11.81328014,11.513,25.75389022,,129.9,,,,
MTB: Ronde Von Stony bike race.,61970,38.50637278,10162,10606,710.9,2332.349156,Ride,2012-09-22T13:17:39Z,FALSE,FALSE,b249850,6.098,13.64086012,16.495,36.8983253,,211.5,161.9,179,,
MTB: pre race ride. Probably rode too hard.,19340.1,12.01738099,2552,2820,60.6,198.818904,Ride,2012-09-21T21:21:34Z,FALSE,FALSE,b249850,7.578,16.95153132,10.776,24.10526544,,271.7,154.7,174,,
VRT: A little virtual reality spin.,24140.2,15.00002485,2351,2351,0,0,Ride,2012-09-20T04:00:00Z,FALSE,TRUE,b266100,10.268,22.96889992,0,0,,,,,,
"CXB: ride home. 3 flat tires, wet. Not fun.",28163.5,17.49998757,4080,4080,0,0,Ride,2012-09-18T21:50:00Z,FALSE,TRUE,b250313,6.903,15.44159682,0,0,,,,,,
"CXB: ride to work, knocking the hurt out of my legs. Wet, slow ride.",30954.2,19.23404816,4813,6101,247.1,810.695564,Ride,2012-09-18T09:28:00Z,FALSE,FALSE,b250313,6.431,14.38576114,14.206,31.77796964,,174.6,137.1,164,,
MTB: Schaeffer Park With Bryan and Alone. Getting There.,34629.1,21.51752515,9693,12517,840.2,2756.561768,Ride,2012-09-15T11:31:39Z,FALSE,FALSE,b249850,3.573,7.99258662,10.925,24.4385695,,132.3,140,161,,
MTB: ride home from work + some mountain biking.,37777.4,23.47378808,6433,6649,398.5,1307.41474,Ride,2012-09-14T21:23:59Z,FALSE,FALSE,b249850,5.872,13.13531168,13.106,29.31733564,,203.5,142.8,181,,
MTB: ride to work. Wasn't feelin it.,27515.7,17.09746331,4271,4320,262.4,860.892416,Ride,2012-09-14T09:47:44Z,FALSE,FALSE,b249850,6.442,14.41036748,14.452,32.32825688,,216.1,125.1,149,,
MTB: Add Another 1.38 Miles - Garmin Reset. Rock Creek Regional Park.,16595.5,10.31196562,4393,4542,435,1427.1654,Ride,2012-09-12T22:05:45Z,FALSE,FALSE,b249850,3.778,8.45115932,10.238,22.90179172,,149.7,151.1,173,,
MTB: total dark ride home. Awesomeness.,30040,18.66599061,4246,4298,311,1020.34124,Ride,2012-09-12T00:59:45Z,FALSE,FALSE,b249850,7.075,15.8263505,13.246,29.63050724,,258.3,150.2,175,,
MTB: ride to work - dark and chilly this a.m.,31005,19.26561382,4184,4227,286,938.32024,Ride,2012-09-11T09:39:07Z,FALSE,FALSE,b249850,7.41,16.5757254,17.112,38.27851728,,275.2,155.8,171,,
MTB: Really 35 miles or so with Jill. Easy ride.,52593.2,32.67989939,9776,14165,224.1,735.236244,Ride,2012-09-09T16:26:10Z,FALSE,FALSE,b249850,5.38,12.0347372,9.426,21.08539644,,163,,,,
Schaeffer MB Trail With Bryan - Got to Work on Handling.,19950.4,12.39660383,5893,6790,400.4,1313.648336,Ride,2012-09-08T11:02:36Z,FALSE,FALSE,b249850,3.385,7.5720419,11.695,26.1610133,,119.4,,,,
MTB: Mountain biking in RC Regional Park. Garmin lost about 20 minutes of this workout.,11825.6,7.348087171,3170,3197,286,938.32024,Ride,2012-09-07T21:04:43Z,FALSE,FALSE,b249850,3.73,8.3437862,10.436,23.34470584,,138.3,152.5,175,,
"Arlie Center - awesome ride on campus, a couple good climbs.",20540,12.76296429,3543,3543,370.1,1214.238884,Ride,2012-09-07T09:55:06Z,FALSE,FALSE,b249850,5.797,12.96754118,12.719,28.45163986,,211.9,,,,
"MTB: Arlie Center - totally dark, sort of scary ride. One of the most fun ever.",10289.2,6.393412471,1966,1966,137,449.47508,Ride,2012-09-07T01:39:55Z,FALSE,FALSE,b249850,5.234,11.70814396,9.985,22.3358459,,171.2,,,,
MTB: ride home from work. Like it was my job.,31726.7,19.7140574,4288,4453,285,935.0394,Ride,2012-09-05T21:47:35Z,FALSE,FALSE,b249850,7.399,16.55111906,14.331,32.05758714,,276.1,159.4,176,,
MTB: Ride to work. Very dark out @ 5:15.,31212.6,19.39461047,4378,4594,236.5,775.91866,Ride,2012-09-05T09:14:30Z,FALSE,FALSE,b249850,7.129,15.94714526,16.096,36.00578624,,248.2,142.8,169,,
MTB: Full Millennium Trail. Easy ride with Jill. ,23567.1,14.64391702,4891,5418,250.4,821.522336,Ride,2012-09-03T17:17:24Z,FALSE,FALSE,b249850,4.818,10.77757692,10.738,24.02026172,,135.3,,,,
"MTN: Some ""real"" mountain biking with the Derwoodshire Bike Club. Good times.",12810.4,7.960013521,3506,3506,0,0,Ride,2012-09-01T12:45:00Z,FALSE,TRUE,b249850,3.654,8.17377876,0,0,,,,,,
MTB: ride to work - easy going.,28102.9,17.46233248,4140,4155,238.4,782.152256,Ride,2012-08-31T10:01:18Z,FALSE,FALSE,b249850,6.788,15.18434872,15.416,34.48466704,,224.4,140.9,174,,
"Cap Cresc., Custis, W&OD, 4 Mile Loop, Mt. Vernon, and Rock Creek Trails.",72903.3,45.30001044,11194,11194,0,0,Ride,2012-08-31T07:30:34Z,FALSE,TRUE,b249850,6.513,14.56919022,0,0,,,,,,
RB: First time on Laytonsville Ride. Got dropped and lost. Thank you to the folks who saved me.,44434.3,27.61019397,6162,6837,619.6,2032.808464,Ride,2012-08-30T22:02:10Z,FALSE,FALSE,b350107,7.211,16.13057434,17.095,38.2404893,,181.2,149.2,182,,
"MTB: ride home - short way, West Side Trail. Easy Breezy.",27040.6,16.80224986,4058,4073,269.2,883.202128,Ride,2012-08-29T22:25:15Z,FALSE,FALSE,b249850,6.664,14.90696816,17.262,38.61405828,,227,145.3,173,,
MTB: Ride to work. Rode the segment to Randolph hard.,31110.6,19.33123061,4147,4447,264.4,867.454096,Ride,2012-08-29T10:48:40Z,FALSE,FALSE,b249850,7.502,16.78152388,15.747,35.22509418,,276.6,159.9,181,,
